,SAMPLE_TIMESTAMP
731280,2021_05_14 23_06_55
731340,2021_05_14 23_07_55
731400,2021_05_14 23_08_55
731460,2021_05_14 23_09_55
731580,2021_05_14 23_11_55
731640,2021_05_14 23_12_55
731700,2021_05_14 23_13_55
731760,2021_05_14 23_14_55
731820,2021_05_14 23_15_55
731880,2021_05_14 23_16_55
731940,2021_05_14 23_17_55
732000,2021_05_14 23_18_55
732060,2021_05_14 23_19_55
732120,2021_05_14 23_20_55
732180,2021_05_14 23_21_55
732240,2021_05_14 23_22_55
732300,2021_05_14 23_23_55
732360,2021_05_14 23_24_55
732420,2021_05_14 23_25_55
732480,2021_05_14 23_26_55
732540,2021_05_14 23_27_55
732600,2021_05_14 23_28_55
732660,2021_05_14 23_29_55
732720,2021_05_14 23_30_55
732840,2021_05_14 23_32_55
732900,2021_05_14 23_33_55
732960,2021_05_14 23_34_55
733020,2021_05_14 23_35_55
733080,2021_05_14 23_36_55
733140,2021_05_14 23_37_55
733200,2021_05_14 23_38_55
733260,2021_05_14 23_40_24
733320,2021_05_14 23_41_24
733380,2021_05_14 23_42_24
733440,2021_05_14 23_43_24
733500,2021_05_14 23_44_24
733560,2021_05_14 23_45_24
733620,2021_05_14 23_46_24
733680,2021_05_14 23_47_24
733740,2021_05_14 23_48_53
733800,2021_05_14 23_49_53
733860,2021_05_14 23_50_53
733920,2021_05_14 23_51_53
733980,2021_05_14 23_52_53
734040,2021_05_14 23_53_53
734100,2021_05_14 23_54_53
734220,2021_05_14 23_56_53
734280,2021_05_14 23_57_53
734340,2021_05_14 23_58_53
734400,2021_05_14 23_59_53
734460,2021_05_15 00_00_53
734520,2021_05_15 00_01_53
734580,2021_05_15 00_02_53
734640,2021_05_15 00_03_53
734700,2021_05_15 00_04_53
734760,2021_05_15 00_05_53
734820,2021_05_15 00_06_53
734880,2021_05_15 00_07_53
734940,2021_05_15 00_08_53
735000,2021_05_15 00_09_53
735060,2021_05_15 00_10_53
735120,2021_05_15 00_11_53
735180,2021_05_15 00_12_53
735240,2021_05_15 00_13_53
735300,2021_05_15 00_14_53
735360,2021_05_15 00_15_53
735420,2021_05_15 00_16_53
735480,2021_05_15 00_17_53
735540,2021_05_15 00_18_53
735600,2021_05_15 00_19_53
735660,2021_05_15 00_20_53
735720,2021_05_15 00_21_53
735780,2021_05_15 00_22_53
735840,2021_05_15 00_23_53
735900,2021_05_15 00_24_53
735960,2021_05_15 00_25_53
736020,2021_05_15 00_26_53
736080,2021_05_15 00_27_53
736140,2021_05_15 00_28_53
736200,2021_05_15 00_29_53
736260,2021_05_15 00_30_53
736320,2021_05_15 00_31_53
736380,2021_05_15 00_32_53
736440,2021_05_15 00_33_53
736560,2021_05_15 00_35_53
736620,2021_05_15 00_36_53
736680,2021_05_15 00_38_22
736740,2021_05_15 00_39_22
736800,2021_05_15 00_40_22
736860,2021_05_15 00_41_22
736920,2021_05_15 00_42_22
736980,2021_05_15 00_43_22
737040,2021_05_15 00_44_22
737100,2021_05_15 00_45_22
737160,2021_05_15 00_46_22
737280,2021_05_15 00_48_22
737340,2021_05_15 00_49_22
737400,2021_05_15 00_50_22
737460,2021_05_15 00_51_22
737520,2021_05_15 00_52_22
737700,2021_05_15 00_55_22
737820,2021_05_15 00_57_51
737880,2021_05_15 00_58_51
737940,2021_05_15 00_59_51
738060,2021_05_15 01_01_51
738120,2021_05_15 01_02_51
738180,2021_05_15 01_03_51
738240,2021_05_15 01_04_51
738300,2021_05_15 01_05_51
738360,2021_05_15 01_06_51
738420,2021_05_15 01_07_51
738480,2021_05_15 01_08_51
738540,2021_05_15 01_09_51
738600,2021_05_15 01_10_51
738660,2021_05_15 01_11_51
738720,2021_05_15 01_12_51
738840,2021_05_15 01_14_51
738900,2021_05_15 01_15_51
738960,2021_05_15 01_16_51
739020,2021_05_15 01_17_51
739080,2021_05_15 01_18_51
739140,2021_05_15 01_19_51
739200,2021_05_15 01_20_51
739260,2021_05_15 01_21_51
739320,2021_05_15 01_22_51
739380,2021_05_15 01_23_51
739440,2021_05_15 01_24_51
739500,2021_05_15 01_25_51
739560,2021_05_15 01_26_51
739620,2021_05_15 01_27_51
739680,2021_05_15 01_28_51
739740,2021_05_15 01_29_51
739800,2021_05_15 01_30_51
739860,2021_05_15 01_31_51
739920,2021_05_15 01_32_51
739980,2021_05_15 01_33_51
740040,2021_05_15 01_34_51
740100,2021_05_15 01_35_51
740160,2021_05_15 01_36_51
740220,2021_05_15 01_37_51
740280,2021_05_15 01_38_51
740340,2021_05_15 01_39_51
740400,2021_05_15 01_40_51
740460,2021_05_15 01_41_51
740520,2021_05_15 01_42_51
740580,2021_05_15 01_43_51
740640,2021_05_15 01_44_51
740700,2021_05_15 01_45_51
740820,2021_05_15 01_47_57
740880,2021_05_15 01_48_57
740940,2021_05_15 01_49_57
741000,2021_05_15 01_50_57
741060,2021_05_15 01_51_57
741120,2021_05_15 01_52_57
741180,2021_05_15 01_53_57
741240,2021_05_15 01_54_57
741300,2021_05_15 01_55_57
741360,2021_05_15 01_56_57
741420,2021_05_15 01_57_57
741480,2021_05_15 01_58_57
741540,2021_05_15 01_59_57
741600,2021_05_15 02_00_57
741720,2021_05_15 02_02_57
741780,2021_05_15 02_03_57
741900,2021_05_15 02_05_57
741960,2021_05_15 02_06_57
742020,2021_05_15 02_07_57
742080,2021_05_15 02_08_57
742140,2021_05_15 02_09_57
742200,2021_05_15 02_10_57
742260,2021_05_15 02_11_57
742320,2021_05_15 02_12_57
742380,2021_05_15 02_13_57
742440,2021_05_15 02_14_57
742500,2021_05_15 02_15_57
742560,2021_05_15 02_16_57
742620,2021_05_15 02_17_57
742680,2021_05_15 02_18_57
742740,2021_05_15 02_19_57
742800,2021_05_15 02_20_57
742860,2021_05_15 02_21_57
742920,2021_05_15 02_22_57
742980,2021_05_15 02_23_57
743040,2021_05_15 02_24_57
743100,2021_05_15 02_25_57
743160,2021_05_15 02_26_57
743280,2021_05_15 02_28_57
743340,2021_05_15 02_29_57
743400,2021_05_15 02_30_57
743460,2021_05_15 02_32_01
743520,2021_05_15 02_33_01
743580,2021_05_15 02_34_01
743640,2021_05_15 02_35_01
743700,2021_05_15 02_36_01
743820,2021_05_15 02_38_01
743880,2021_05_15 02_39_01
743940,2021_05_15 02_40_01
744000,2021_05_15 02_41_01
744060,2021_05_15 02_42_01
744120,2021_05_15 02_43_01
744180,2021_05_15 02_44_01
744240,2021_05_15 02_45_01
744300,2021_05_15 02_46_01
744360,2021_05_15 02_47_01
744420,2021_05_15 02_48_01
744480,2021_05_15 02_49_01
744600,2021_05_15 02_51_01
744660,2021_05_15 02_52_01
744720,2021_05_15 02_53_01
744780,2021_05_15 02_54_01
744840,2021_05_15 02_55_01
744900,2021_05_15 02_56_01
744960,2021_05_15 02_57_01
745020,2021_05_15 02_58_01
745080,2021_05_15 02_59_01
745140,2021_05_15 03_00_01
745200,2021_05_15 03_01_01
745260,2021_05_15 03_02_01
745380,2021_05_15 03_04_01
745440,2021_05_15 03_05_01
745500,2021_05_15 03_06_01
745560,2021_05_15 03_07_01
745620,2021_05_15 03_08_01
745680,2021_05_15 03_09_01
745740,2021_05_15 03_10_01
745800,2021_05_15 03_11_01
745860,2021_05_15 03_12_01
745920,2021_05_15 03_13_01
745980,2021_05_15 03_14_01
746040,2021_05_15 03_15_01
746100,2021_05_15 03_16_01
746160,2021_05_15 03_17_01
746220,2021_05_15 03_18_01
746280,2021_05_15 03_19_01
746340,2021_05_15 03_20_01
746400,2021_05_15 03_21_01
746460,2021_05_15 03_22_01
746520,2021_05_15 03_23_30
746580,2021_05_15 03_24_30
746640,2021_05_15 03_25_30
746760,2021_05_15 03_27_30
746820,2021_05_15 03_28_30
746880,2021_05_15 03_29_59
746940,2021_05_15 03_30_59
747000,2021_05_15 03_31_59
747060,2021_05_15 03_32_59
747120,2021_05_15 03_33_59
747180,2021_05_15 03_34_59
747240,2021_05_15 03_35_59
747300,2021_05_15 03_37_04
747360,2021_05_15 03_38_04
747420,2021_05_15 03_39_04
747480,2021_05_15 03_40_04
747540,2021_05_15 03_41_04
747600,2021_05_15 03_42_04
747720,2021_05_15 03_44_04
747780,2021_05_15 03_45_04
747900,2021_05_15 03_47_04
747960,2021_05_15 03_48_04
748020,2021_05_15 03_49_04
748080,2021_05_15 03_50_04
748140,2021_05_15 03_51_04
748200,2021_05_15 03_52_04
748260,2021_05_15 03_53_04
748320,2021_05_15 03_54_04
748380,2021_05_15 03_55_33
748440,2021_05_15 03_56_33
748500,2021_05_15 03_57_33
748560,2021_05_15 03_58_33
748620,2021_05_15 03_59_33
748740,2021_05_15 04_01_33
748800,2021_05_15 04_02_33
748920,2021_05_15 04_04_33
748980,2021_05_15 04_05_33
749040,2021_05_15 04_06_33
749100,2021_05_15 04_07_33
749160,2021_05_15 04_08_33
749220,2021_05_15 04_09_33
749280,2021_05_15 04_10_33
749340,2021_05_15 04_11_33
749400,2021_05_15 04_12_33
749460,2021_05_15 04_13_33
749520,2021_05_15 04_14_33
749580,2021_05_15 04_15_33
749640,2021_05_15 04_16_33
749700,2021_05_15 04_17_33
749760,2021_05_15 04_18_33
749820,2021_05_15 04_19_33
749880,2021_05_15 04_20_33
749940,2021_05_15 04_21_33
750000,2021_05_15 04_22_33
750060,2021_05_15 04_23_33
750120,2021_05_15 04_24_33
750180,2021_05_15 04_25_33
750240,2021_05_15 04_26_33
750300,2021_05_15 04_27_33
750420,2021_05_15 04_29_33
750480,2021_05_15 04_30_33
750600,2021_05_15 04_32_33
750660,2021_05_15 04_33_33
750720,2021_05_15 04_34_33
750780,2021_05_15 04_35_33
750840,2021_05_15 04_36_33
750900,2021_05_15 04_37_33
750960,2021_05_15 04_38_33
751020,2021_05_15 04_39_33
751080,2021_05_15 04_40_33
751200,2021_05_15 04_42_33
751260,2021_05_15 04_43_33
751320,2021_05_15 04_44_33
751380,2021_05_15 04_45_33
751440,2021_05_15 04_46_33
751500,2021_05_15 04_47_33
751560,2021_05_15 04_48_33
751620,2021_05_15 04_49_33
751680,2021_05_15 04_50_33
751800,2021_05_15 04_52_33
751860,2021_05_15 04_53_33
751920,2021_05_15 04_54_33
751980,2021_05_15 04_55_33
752040,2021_05_15 04_56_33
752100,2021_05_15 04_57_33
752160,2021_05_15 04_58_33
752220,2021_05_15 04_59_33
752280,2021_05_15 05_00_33
752400,2021_05_15 05_02_33
752460,2021_05_15 05_03_33
752520,2021_05_15 05_04_33
752580,2021_05_15 05_05_33
752640,2021_05_15 05_06_33
752700,2021_05_15 05_07_33
752760,2021_05_15 05_08_33
752820,2021_05_15 05_09_33
752880,2021_05_15 05_10_33
753000,2021_05_15 05_12_33
753060,2021_05_15 05_13_33
753120,2021_05_15 05_14_33
753180,2021_05_15 05_15_33
753240,2021_05_15 05_16_33
753300,2021_05_15 05_17_33
753360,2021_05_15 05_18_33
753420,2021_05_15 05_19_33
753480,2021_05_15 05_20_33
753540,2021_05_15 05_21_33
753600,2021_05_15 05_22_33
753660,2021_05_15 05_23_33
753720,2021_05_15 05_24_33
753780,2021_05_15 05_25_33
753840,2021_05_15 05_26_33
753900,2021_05_15 05_27_33
753960,2021_05_15 05_28_33
754020,2021_05_15 05_29_33
754080,2021_05_15 05_30_33
754140,2021_05_15 05_31_33
754200,2021_05_15 05_32_33
754260,2021_05_15 05_33_33
754380,2021_05_15 05_35_33
754440,2021_05_15 05_36_33
754500,2021_05_15 05_37_33
754560,2021_05_15 05_38_33
754620,2021_05_15 05_39_33
754680,2021_05_15 05_40_33
754740,2021_05_15 05_41_33
754800,2021_05_15 05_42_33
754860,2021_05_15 05_43_33
754980,2021_05_15 05_45_33
755040,2021_05_15 05_46_33
755100,2021_05_15 05_47_33
755160,2021_05_15 05_48_33
755220,2021_05_15 05_49_33
755340,2021_05_15 05_51_33
755400,2021_05_15 05_53_02
755460,2021_05_15 05_54_02
755520,2021_05_15 05_55_02
755580,2021_05_15 05_56_02
755640,2021_05_15 05_57_02
755700,2021_05_15 05_58_02
755760,2021_05_15 05_59_02
755820,2021_05_15 06_00_02
755880,2021_05_15 06_01_02
755940,2021_05_15 06_02_31
756000,2021_05_15 06_03_31
756060,2021_05_15 06_04_31
756120,2021_05_15 06_05_31
756180,2021_05_15 06_06_31
756240,2021_05_15 06_07_31
756300,2021_05_15 06_08_31
756360,2021_05_15 06_09_31
756480,2021_05_15 06_11_31
756540,2021_05_15 06_12_31
756600,2021_05_15 06_13_31
756660,2021_05_15 06_14_31
756720,2021_05_15 06_15_31
756780,2021_05_15 06_16_31
756900,2021_05_15 06_18_31
756960,2021_05_15 06_19_31
757020,2021_05_15 06_20_31
757080,2021_05_15 06_21_31
757140,2021_05_15 06_22_31
757200,2021_05_15 06_23_31
757260,2021_05_15 06_24_31
757320,2021_05_15 06_25_31
757380,2021_05_15 06_26_31
757560,2021_05_15 06_30_30
757620,2021_05_15 06_31_30
757680,2021_05_15 06_32_30
757740,2021_05_15 06_33_30
757800,2021_05_15 06_34_30
757860,2021_05_15 06_35_30
757920,2021_05_15 06_36_30
757980,2021_05_15 06_37_30
758040,2021_05_15 06_38_30
758100,2021_05_15 06_39_30
758220,2021_05_15 06_41_32
758280,2021_05_15 06_42_32
758340,2021_05_15 06_43_32
758400,2021_05_15 06_44_32
758460,2021_05_15 06_45_32
758520,2021_05_15 06_46_32
758580,2021_05_15 06_47_32
758640,2021_05_15 06_48_32
758760,2021_05_15 06_50_32
758820,2021_05_15 06_51_32
758880,2021_05_15 06_52_32
758940,2021_05_15 06_53_32
759000,2021_05_15 06_54_32
759120,2021_05_15 06_56_32
759180,2021_05_15 06_57_32
759300,2021_05_15 06_59_32
759360,2021_05_15 07_00_32
759420,2021_05_15 07_01_32
759480,2021_05_15 07_02_32
759540,2021_05_15 07_03_32
759600,2021_05_15 07_04_32
759660,2021_05_15 07_05_32
759720,2021_05_15 07_06_32
759780,2021_05_15 07_07_32
759840,2021_05_15 07_08_32
759900,2021_05_15 07_09_32
759960,2021_05_15 07_10_32
760020,2021_05_15 07_11_32
760080,2021_05_15 07_12_32
760140,2021_05_15 07_13_32
760200,2021_05_15 07_14_32
760260,2021_05_15 07_15_32
760320,2021_05_15 07_16_32
760380,2021_05_15 07_17_32
760440,2021_05_15 07_18_32
760500,2021_05_15 07_19_32
760560,2021_05_15 07_20_32
760620,2021_05_15 07_21_32
760740,2021_05_15 07_24_01
760860,2021_05_15 07_26_30
760920,2021_05_15 07_27_30
761040,2021_05_15 07_29_30
761100,2021_05_15 07_30_30
761160,2021_05_15 07_31_30
761220,2021_05_15 07_32_30
761280,2021_05_15 07_33_30
761340,2021_05_15 07_34_30
761400,2021_05_15 07_35_30
761460,2021_05_15 07_36_30
761520,2021_05_15 07_37_30
761580,2021_05_15 07_38_30
761640,2021_05_15 07_39_30
761700,2021_05_15 07_40_30
761820,2021_05_15 07_42_36
761880,2021_05_15 07_44_05
761940,2021_05_15 07_45_05
762000,2021_05_15 07_46_05
762060,2021_05_15 07_47_05
762120,2021_05_15 07_48_05
762180,2021_05_15 07_49_05
762240,2021_05_15 07_50_05
762300,2021_05_15 07_51_05
762360,2021_05_15 07_52_05
762420,2021_05_15 07_53_05
762480,2021_05_15 07_54_05
762540,2021_05_15 07_55_05
762600,2021_05_15 07_56_34
762660,2021_05_15 07_57_34
762780,2021_05_15 07_59_34
762840,2021_05_15 08_00_34
762900,2021_05_15 08_01_34
762960,2021_05_15 08_02_34
763020,2021_05_15 08_03_34
763080,2021_05_15 08_05_33
763140,2021_05_15 08_06_33
763200,2021_05_15 08_07_33
763260,2021_05_15 08_08_33
763320,2021_05_15 08_09_33
763380,2021_05_15 08_10_33
763500,2021_05_15 08_12_33
763560,2021_05_15 08_13_33
763620,2021_05_15 08_14_33
763680,2021_05_15 08_15_33
763740,2021_05_15 08_16_33
763800,2021_05_15 08_17_33
763920,2021_05_15 08_20_02
763980,2021_05_15 08_21_02
764040,2021_05_15 08_22_31
764100,2021_05_15 08_23_31
764160,2021_05_15 08_24_31
764280,2021_05_15 08_26_32
764340,2021_05_15 08_27_32
764400,2021_05_15 08_28_32
764460,2021_05_15 08_29_32
764520,2021_05_15 08_30_32
764580,2021_05_15 08_31_32
764640,2021_05_15 08_32_32
764700,2021_05_15 08_33_32
764760,2021_05_15 08_34_32
764820,2021_05_15 08_35_32
764880,2021_05_15 08_36_32
764940,2021_05_15 08_37_32
765000,2021_05_15 08_38_32
765060,2021_05_15 08_39_32
765120,2021_05_15 08_40_32
765180,2021_05_15 08_41_32
765240,2021_05_15 08_43_31
765300,2021_05_15 08_44_31
765360,2021_05_15 08_45_31
765420,2021_05_15 08_46_31
765480,2021_05_15 08_47_31
765540,2021_05_15 08_48_31
765600,2021_05_15 08_49_31
765720,2021_05_15 08_51_31
765840,2021_05_15 08_54_00
765900,2021_05_15 08_55_00
765960,2021_05_15 08_56_00
766020,2021_05_15 08_57_00
766080,2021_05_15 08_58_00
766140,2021_05_15 08_59_00
766200,2021_05_15 09_00_00
766260,2021_05_15 09_01_00
766320,2021_05_15 09_02_00
766380,2021_05_15 09_03_00
766440,2021_05_15 09_04_00
766500,2021_05_15 09_05_00
766560,2021_05_15 09_06_00
766620,2021_05_15 09_07_00
766680,2021_05_15 09_08_00
766740,2021_05_15 09_09_00
766800,2021_05_15 09_10_00
766860,2021_05_15 09_11_00
766920,2021_05_15 09_12_00
766980,2021_05_15 09_13_29
767040,2021_05_15 09_14_29
767100,2021_05_15 09_15_58
767160,2021_05_15 09_16_58
767220,2021_05_15 09_17_58
767280,2021_05_15 09_18_58
767340,2021_05_15 09_19_58
767400,2021_05_15 09_20_58
767520,2021_05_15 09_22_58
767580,2021_05_15 09_23_58
767640,2021_05_15 09_24_58
767700,2021_05_15 09_25_58
767760,2021_05_15 09_26_58
767820,2021_05_15 09_27_58
767940,2021_05_15 09_30_27
768000,2021_05_15 09_31_27
768120,2021_05_15 09_33_27
768180,2021_05_15 09_34_27
768240,2021_05_15 09_35_27
768300,2021_05_15 09_36_27
768360,2021_05_15 09_37_27
768420,2021_05_15 09_38_27
768480,2021_05_15 09_39_27
768540,2021_05_15 09_40_27
768600,2021_05_15 09_41_27
768660,2021_05_15 09_42_27
768720,2021_05_15 09_43_27
768780,2021_05_15 09_44_27
768900,2021_05_15 09_46_27
768960,2021_05_15 09_47_27
769020,2021_05_15 09_48_27
769080,2021_05_15 09_49_27
769140,2021_05_15 09_50_27
769200,2021_05_15 09_51_56
769260,2021_05_15 09_52_56
769320,2021_05_15 09_53_56
769380,2021_05_15 09_54_56
769440,2021_05_15 09_55_56
769500,2021_05_15 09_56_56
769560,2021_05_15 09_57_56
769620,2021_05_15 09_58_56
769740,2021_05_15 10_00_56
769800,2021_05_15 10_01_56
769860,2021_05_15 10_03_25
769920,2021_05_15 10_04_25
769980,2021_05_15 10_05_25
770040,2021_05_15 10_06_25
770100,2021_05_15 10_07_25
770160,2021_05_15 10_08_25
770220,2021_05_15 10_09_25
770280,2021_05_15 10_10_25
770340,2021_05_15 10_11_54
770400,2021_05_15 10_12_54
770460,2021_05_15 10_13_54
770520,2021_05_15 10_14_54
770580,2021_05_15 10_15_54
770640,2021_05_15 10_16_54
770700,2021_05_15 10_17_54
770760,2021_05_15 10_18_54
770820,2021_05_15 10_19_54
770880,2021_05_15 10_20_54
770940,2021_05_15 10_21_54
771000,2021_05_15 10_22_54
771060,2021_05_15 10_23_54
771120,2021_05_15 10_24_54
771180,2021_05_15 10_25_54
771240,2021_05_15 10_26_54
771300,2021_05_15 10_27_54
771360,2021_05_15 10_28_54
771420,2021_05_15 10_29_54
771480,2021_05_15 10_30_54
771540,2021_05_15 10_31_54
771600,2021_05_15 10_32_54
771720,2021_05_15 10_34_54
771780,2021_05_15 10_35_54
771840,2021_05_15 10_36_54
771900,2021_05_15 10_37_54
771960,2021_05_15 10_38_54
772020,2021_05_15 10_39_54
772080,2021_05_15 10_40_54
772140,2021_05_15 10_41_54
772200,2021_05_15 10_42_54
772260,2021_05_15 10_44_23
772320,2021_05_15 10_45_23
772380,2021_05_15 10_46_23
772440,2021_05_15 10_47_23
772500,2021_05_15 10_48_23
772560,2021_05_15 10_49_23
772620,2021_05_15 10_50_23
772680,2021_05_15 10_51_23
772740,2021_05_15 10_52_23
772800,2021_05_15 10_53_23
772860,2021_05_15 10_54_23
772920,2021_05_15 10_55_23
772980,2021_05_15 10_56_23
773040,2021_05_15 10_57_23
773100,2021_05_15 10_58_23
773160,2021_05_15 10_59_23
773220,2021_05_15 11_00_23
773280,2021_05_15 11_01_23
773340,2021_05_15 11_02_23
773400,2021_05_15 11_03_23
773460,2021_05_15 11_04_52
773520,2021_05_15 11_05_52
773580,2021_05_15 11_06_52
773640,2021_05_15 11_07_52
773760,2021_05_15 11_09_52
773820,2021_05_15 11_10_52
773880,2021_05_15 11_11_52
773940,2021_05_15 11_12_52
774000,2021_05_15 11_13_52
774060,2021_05_15 11_14_52
774120,2021_05_15 11_15_52
774180,2021_05_15 11_17_21
774240,2021_05_15 11_18_21
774300,2021_05_15 11_19_21
774360,2021_05_15 11_20_21
774420,2021_05_15 11_21_21
774480,2021_05_15 11_22_21
774540,2021_05_15 11_23_21
774600,2021_05_15 11_24_21
774660,2021_05_15 11_25_21
774720,2021_05_15 11_26_21
774780,2021_05_15 11_27_21
774840,2021_05_15 11_28_21
774900,2021_05_15 11_29_21
774960,2021_05_15 11_30_21
775020,2021_05_15 11_31_21
775080,2021_05_15 11_32_21
775140,2021_05_15 11_33_21
775200,2021_05_15 11_34_21
775260,2021_05_15 11_35_21
775320,2021_05_15 11_36_21
775380,2021_05_15 11_37_21
775440,2021_05_15 11_38_21
775500,2021_05_15 11_39_25
775560,2021_05_15 11_40_25
775680,2021_05_15 11_42_25
775740,2021_05_15 11_43_25
775860,2021_05_15 11_45_25
775920,2021_05_15 11_46_25
775980,2021_05_15 11_47_25
776040,2021_05_15 11_48_25
776100,2021_05_15 11_50_01
776160,2021_05_15 11_51_01
776220,2021_05_15 11_52_01
776280,2021_05_15 11_53_01
776340,2021_05_15 11_54_01
776400,2021_05_15 11_55_01
776460,2021_05_15 11_56_01
776520,2021_05_15 11_57_01
776580,2021_05_15 11_58_01
776640,2021_05_15 11_59_01
776700,2021_05_15 12_00_01
776760,2021_05_15 12_01_01
776820,2021_05_15 12_02_01
776880,2021_05_15 12_03_01
777000,2021_05_15 12_05_01
777120,2021_05_15 12_07_30
777240,2021_05_15 12_09_30
777300,2021_05_15 12_10_30
777420,2021_05_15 12_12_30
777480,2021_05_15 12_13_30
777600,2021_05_15 12_15_30
777660,2021_05_15 12_16_30
777720,2021_05_15 12_17_30
777780,2021_05_15 12_18_30
777840,2021_05_15 12_19_30
777900,2021_05_15 12_20_30
777960,2021_05_15 12_21_30
778020,2021_05_15 12_22_30
778080,2021_05_15 12_23_30
778140,2021_05_15 12_24_30
778200,2021_05_15 12_25_30
778260,2021_05_15 12_26_30
778320,2021_05_15 12_27_30
778380,2021_05_15 12_28_31
778440,2021_05_15 12_29_31
778560,2021_05_15 12_31_31
778620,2021_05_15 12_32_31
778680,2021_05_15 12_33_31
778740,2021_05_15 12_34_31
778800,2021_05_15 12_35_31
778860,2021_05_15 12_36_31
778920,2021_05_15 12_37_31
778980,2021_05_15 12_38_31
779040,2021_05_15 12_39_31
779100,2021_05_15 12_40_31
779160,2021_05_15 12_41_31
779220,2021_05_15 12_42_31
779280,2021_05_15 12_43_31
779340,2021_05_15 12_44_31
779400,2021_05_15 12_45_31
779520,2021_05_15 12_48_30
779580,2021_05_15 12_49_30
779640,2021_05_15 12_50_30
779760,2021_05_15 12_52_30
779820,2021_05_15 12_53_30
779880,2021_05_15 12_54_30
779940,2021_05_15 12_55_30
780000,2021_05_15 12_56_30
780060,2021_05_15 12_57_30
780120,2021_05_15 12_58_30
780180,2021_05_15 12_59_30
780240,2021_05_15 13_00_30
780300,2021_05_15 13_01_30
780360,2021_05_15 13_02_30
780480,2021_05_15 13_05_29
780540,2021_05_15 13_06_29
780600,2021_05_15 13_07_29
780660,2021_05_15 13_08_29
780720,2021_05_15 13_09_29
780780,2021_05_15 13_10_29
780840,2021_05_15 13_11_29
780900,2021_05_15 13_12_29
781020,2021_05_15 13_14_29
781080,2021_05_15 13_15_29
781140,2021_05_15 13_16_29
781200,2021_05_15 13_17_29
781260,2021_05_15 13_18_29
781380,2021_05_15 13_20_29
781440,2021_05_15 13_21_29
781500,2021_05_15 13_22_29
781560,2021_05_15 13_23_29
781620,2021_05_15 13_24_29
781680,2021_05_15 13_25_58
781800,2021_05_15 13_27_58
781860,2021_05_15 13_28_58
781920,2021_05_15 13_29_58
781980,2021_05_15 13_30_58
782040,2021_05_15 13_32_27
782100,2021_05_15 13_33_27
782160,2021_05_15 13_34_27
782220,2021_05_15 13_36_25
782280,2021_05_15 13_37_25
782340,2021_05_15 13_38_25
782400,2021_05_15 13_39_25
782460,2021_05_15 13_40_25
782520,2021_05_15 13_41_25
782580,2021_05_15 13_42_25
782640,2021_05_15 13_43_25
782700,2021_05_15 13_44_25
782760,2021_05_15 13_45_25
782820,2021_05_15 13_46_25
782880,2021_05_15 13_47_25
782940,2021_05_15 13_48_25
783000,2021_05_15 13_49_25
783060,2021_05_15 13_50_25
783120,2021_05_15 13_51_25
783180,2021_05_15 13_52_25
783240,2021_05_15 13_53_25
783300,2021_05_15 13_54_25
783360,2021_05_15 13_55_25
783420,2021_05_15 13_56_25
783480,2021_05_15 13_57_25
783540,2021_05_15 13_58_54
783600,2021_05_15 13_59_54
783660,2021_05_15 14_00_54
783720,2021_05_15 14_01_54
783780,2021_05_15 14_02_54
783840,2021_05_15 14_03_54
783900,2021_05_15 14_05_23
783960,2021_05_15 14_06_52
784020,2021_05_15 14_07_52
784080,2021_05_15 14_08_52
784140,2021_05_15 14_09_55
784200,2021_05_15 14_10_55
784260,2021_05_15 14_11_55
784320,2021_05_15 14_12_55
784380,2021_05_15 14_13_55
784440,2021_05_15 14_14_55
784500,2021_05_15 14_15_55
784560,2021_05_15 14_16_55
784620,2021_05_15 14_17_55
784680,2021_05_15 14_18_55
784740,2021_05_15 14_20_24
784800,2021_05_15 14_21_24
784980,2021_05_15 14_25_27
785040,2021_05_15 14_26_27
785100,2021_05_15 14_27_27
785160,2021_05_15 14_28_27
785220,2021_05_15 14_29_27
785280,2021_05_15 14_30_27
785340,2021_05_15 14_31_27
785400,2021_05_15 14_32_27
785460,2021_05_15 14_33_27
785520,2021_05_15 14_34_27
785580,2021_05_15 14_35_27
785640,2021_05_15 14_36_27
785700,2021_05_15 14_37_27
785760,2021_05_15 14_38_27
785820,2021_05_15 14_39_27
785880,2021_05_15 14_40_27
785940,2021_05_15 14_41_27
786000,2021_05_15 14_42_27
786060,2021_05_15 14_43_27
786120,2021_05_15 14_44_27
786180,2021_05_15 14_45_27
786240,2021_05_15 14_46_27
786300,2021_05_15 14_47_27
786360,2021_05_15 14_48_27
786420,2021_05_15 14_49_27
786480,2021_05_15 14_50_27
786540,2021_05_15 14_51_27
786600,2021_05_15 14_52_27
786660,2021_05_15 14_53_27
786720,2021_05_15 14_54_27
786780,2021_05_15 14_55_27
786840,2021_05_15 14_56_27
786900,2021_05_15 14_57_27
786960,2021_05_15 14_58_27
787080,2021_05_15 15_00_27
787140,2021_05_15 15_01_27
787200,2021_05_15 15_02_27
787260,2021_05_15 15_03_27
787320,2021_05_15 15_04_27
787380,2021_05_15 15_05_27
787440,2021_05_15 15_06_27
787500,2021_05_15 15_07_27
787560,2021_05_15 15_08_27
787620,2021_05_15 15_09_27
787680,2021_05_15 15_10_27
787740,2021_05_15 15_11_27
787800,2021_05_15 15_12_27
787860,2021_05_15 15_13_27
787920,2021_05_15 15_14_27
787980,2021_05_15 15_15_27
